date,bank,bse50,chinext50,cni2000,csi100,csi1000,csi2000,csi300,csi500,csi800,csi_a50,csi_a500,csi_all,dividend,growth,lowvol,sme100,sse180,sse50,ssecomp,star100,star50,sz100,szcomponent,value300
2023-06-29,9591.87,913.7,0.923,1.015,5341.03,7273.18,,5240.66,7070.14,5606.13,,,6173.61,9277.87,2.439,17743.6,3.744,12116.38,3865.55,1.619,,1017.29,5.499,0.949,7297.12
2023-06-30,9660.42,917.64,0.937,1.032,5371.95,7365.88,,5275.95,7143.81,5649.33,,,6231.32,9311.95,2.479,17820.89,3.765,12182.99,3880.37,1.631,,1021.04,5.553,0.961,7344.33
2023-07-03,9824.89,912.47,0.942,1.029,5437.19,7378.23,,5345.99,7196.85,5715.59,,,6284.27,9410.0,2.487,18068.74,3.782,12376.78,3946.35,1.646,,1024.35,5.596,0.967,7480.39
2023-07-04,9735.19,916.72,0.945,1.034,5444.08,7407.9,,5354.41,7213.52,5725.71,,,6302.75,9363.76,2.491,17992.71,3.807,12376.35,3951.21,1.646,,1031.46,5.602,0.97,7445.36
2023-07-05,9685.16,913.67,0.939,1.027,5412.8,7348.05,,5315.31,7173.17,5686.47,,,6257.26,9352.21,2.47,17961.34,3.77,12295.3,3929.01,1.641,,1021.68,5.553,0.96,7411.86
2023-07-06,9606.45,903.98,0.928,1.026,5370.48,7330.2,,5281.04,7137.77,5652.08,,,6231.96,9314.49,2.448,17922.98,3.744,12216.79,3899.61,1.632,,1018.0,5.515,0.954,7386.02
2023-07-07,9604.08,908.56,0.918,1.023,5338.3,7280.76,,5258.51,7109.49,5628.42,,,6200.25,9350.67,2.426,17967.91,3.722,12179.76,3881.69,1.627,,1007.57,5.488,0.949,7398.5
2023-07-10,9607.35,904.91,0.931,1.021,5375.48,7288.1,,5284.16,7137.0,5654.37,,,6218.81,9389.04,2.457,18030.94,3.74,12231.3,3903.2,1.632,,1009.63,5.522,0.953,7390.72
2023-07-11,9672.78,899.15,0.94,1.031,5410.78,7348.03,,5319.22,7191.4,5693.36,,,6263.32,9407.37,2.476,18071.18,3.771,12299.74,3927.47,1.641,,1017.44,5.562,0.959,7426.52
2023-07-12,9710.42,885.86,0.934,1.017,5388.8,7241.16,,5289.9,7112.7,5653.8,,,6204.23,9359.42,2.45,18005.55,3.749,12249.52,3924.71,1.631,,1000.93,5.518,0.95,7397.9
2023-07-13,9846.06,891.05,0.952,1.026,5470.09,7314.45,,5374.87,7210.98,5741.28,,,6288.05,9459.92,2.5,18275.35,3.795,12450.66,3989.84,1.648,,1012.1,5.608,0.965,7519.36
2023-07-14,9863.83,895.93,0.947,1.026,5475.22,7311.45,,5377.86,7196.86,5740.67,,,6287.87,9475.3,2.485,18319.3,3.787,12473.23,3992.28,1.653,,1007.8,5.596,0.964,7569.73
2023-07-17,9818.74,889.55,0.937,1.024,5432.66,7280.73,,5341.13,7176.13,5707.42,,,6257.65,9423.95,2.465,18190.08,3.759,12383.82,3955.91,1.644,,1000.95,5.566,0.958,7516.09
2023-07-18,9779.32,884.78,0.934,1.025,5416.82,7273.66,,5327.66,7163.32,5694.14,,,6245.19,9424.21,2.46,18157.24,3.745,12355.28,3948.26,1.641,,996.1,5.545,0.956,7488.78
2023-07-19,9825.27,879.12,0.922,1.022,5413.03,7253.97,,5323.45,7154.6,5689.0,,,6236.87,9475.12,2.434,18302.31,3.725,12369.45,3957.78,1.643,,991.11,5.526,0.953,7515.2
2023-07-20,9848.39,875.68,0.912,1.008,5381.97,7161.92,,5286.36,7075.87,5643.31,,,6176.7,9442.73,2.409,18198.21,3.692,12295.56,3941.68,1.627,,977.4,5.484,0.947,7471.3
2023-07-21,9861.42,872.66,0.914,1.006,5379.75,7154.0,,5287.99,7077.04,5644.83,,,6172.24,9449.1,2.417,18184.59,3.675,12306.51,3950.75,1.629,,971.76,5.482,0.944,7458.39
2023-07-24,9820.29,869.33,0.907,1.006,5347.71,7145.68,,5264.96,7066.67,5624.54,,,6157.28,9452.13,2.394,18199.34,3.647,12272.44,3936.12,1.627,,966.68,5.446,0.94,7434.43
2023-07-25,10091.35,876.21,0.928,1.022,5507.25,7262.45,,5417.37,7186.12,5769.51,,,6293.91,9610.09,2.447,18541.79,3.727,12620.23,4059.48,1.663,,980.76,5.596,0.958,7691.77
2023-07-26,10087.74,873.47,0.929,1.014,5497.02,7217.36,,5406.94,7168.68,5757.65,,,6271.13,9632.64,2.446,18503.99,3.718,12613.13,4056.39,1.656,,977.91,5.585,0.956,7681.1
2023-07-27,10171.34,869.16,0.927,1.007,5486.45,7161.81,,5400.54,7121.08,5742.63,,,6244.91,9642.86,2.439,18538.48,3.699,12599.62,4054.78,1.655,,968.45,5.587,0.953,7679.71
2023-07-28,10480.11,873.12,0.942,1.013,5609.54,7226.84,,5528.07,7219.59,5863.63,,,6346.24,9819.6,2.478,18829.32,3.754,12928.18,4168.87,1.686,,978.98,5.699,0.967,7932.15
2023-07-31,10565.5,876.48,0.949,1.017,5637.33,7283.36,,5558.39,7274.04,5898.91,,,6392.02,9895.16,2.5,18996.9,3.797,12980.07,4178.89,1.691,,985.43,5.735,0.975,7978.78
2023-08-01,10502.68,873.22,0.944,1.016,5616.48,7273.93,,5535.38,7286.95,5883.51,,,6377.15,9904.17,2.484,19038.2,3.788,12939.3,4167.12,1.689,,986.13,5.699,0.969,7937.76
2023-08-02,10301.68,872.86,0.945,1.018,5577.98,7261.33,,5496.83,7261.36,5847.81,,,6348.93,9813.87,2.479,18784.67,3.765,12828.02,4127.42,1.68,,984.87,5.678,0.968,7849.75
2023-08-03,10436.66,875.31,0.956,1.017,5621.84,7265.31,,5545.41,7286.88,5891.39,,,6377.76,9867.84,2.505,18811.7,3.787,12948.52,4165.95,1.687,,986.83,5.722,0.973,7943.99
2023-08-04,10471.07,879.99,0.967,1.022,5641.65,7305.3,,5567.24,7323.58,5916.26,,,6402.17,9840.57,2.525,18846.28,3.802,12978.83,4171.77,1.692,,992.33,5.748,0.978,7974.03
2023-08-07,10374.65,872.61,0.955,1.016,5597.24,7270.28,,5525.1,7278.37,5873.63,,,6360.32,9754.7,2.503,18725.44,3.789,12896.31,4149.3,1.682,,985.33,5.695,0.97,7910.2
2023-08-08,10328.57,864.99,0.951,1.014,5585.28,7233.98,,5510.72,7248.94,5856.13,,,6338.95,9741.1,2.494,18714.06,3.776,12866.96,4144.26,1.68,,982.05,5.684,0.967,7884.91
2023-08-09,10351.86,855.73,0.95,1.005,5574.61,7177.67,,5495.28,7196.07,5832.9,,,6302.65,9701.37,2.491,18588.02,3.747,12828.26,4140.36,1.675,,973.75,5.668,0.965,7868.14
2023-08-10,10341.37,856.35,0.955,1.004,5580.39,7184.78,,5507.15,7208.97,5844.95,,,6315.34,9740.98,2.502,18618.65,3.752,12857.95,4142.21,1.677,,975.58,5.672,0.962,7895.7
2023-08-11,10143.67,850.82,0.931,0.989,5453.41,7048.3,,5382.39,7068.09,5717.24,,,6187.35,9590.81,2.439,18328.76,3.688,12567.36,4046.83,1.65,,955.06,5.536,0.944,7709.15
2023-08-14,10011.17,846.31,0.919,0.991,5412.67,7064.92,,5343.11,7072.38,5687.23,,,6175.06,9585.75,2.421,18337.14,3.653,12493.59,4015.94,1.644,,946.66,5.482,0.937,7666.72
2023-08-15,10121.62,841.51,0.913,0.984,5391.78,7000.44,,5330.13,7028.14,5667.74,,,6144.06,9649.34,2.401,18432.69,3.625,12490.09,4011.46,1.641,,933.39,5.456,0.931,7712.79
2023-08-16,10104.89,831.68,0.905,0.971,5346.51,6916.65,,5291.05,6972.61,5625.35,,,6089.79,9644.58,2.385,18368.02,3.591,12406.05,3986.83,1.631,,917.46,5.405,0.925,7670.14
2023-08-17,10022.06,833.72,0.913,0.981,5367.65,6985.16,,5308.74,7021.89,5649.6,,,6132.08,9645.46,2.399,18349.63,3.599,12438.22,3995.78,1.638,,926.2,5.435,0.928,7643.27
2023-08-18,10067.63,826.31,0.9,0.966,5296.55,6839.54,,5243.7,6907.13,5574.36,,,6039.63,9603.55,2.366,18271.4,3.553,12300.0,3950.24,1.626,,919.96,5.355,0.914,7600.11
2023-08-21,9907.62,815.83,0.888,0.959,5228.27,6772.57,,5168.28,6827.01,5498.21,,,5970.5,9503.45,2.331,18155.03,3.503,12131.44,3899.06,1.605,,907.59,5.275,0.904,7475.01
2023-08-22,10016.56,812.8,0.887,0.965,5261.18,6819.59,,5208.23,6863.27,5537.25,,,6011.04,9579.32,2.335,18386.91,3.519,12244.33,3928.68,1.619,,916.79,5.292,0.908,7585.36
2023-08-23,9988.9,797.57,0.865,0.948,5170.16,6679.32,,5122.87,6730.11,5442.17,,,5905.44,9552.75,2.276,18365.43,3.44,12066.88,3877.36,1.603,,894.74,5.192,0.885,7509.05
2023-08-24,9946.11,790.47,0.876,0.95,5217.95,6695.45,,5160.18,6757.89,5477.35,,,5932.47,9507.56,2.307,18260.87,3.464,12129.07,3908.19,1.607,,900.86,5.256,0.897,7468.97
2023-08-25,10030.6,777.04,0.866,0.933,5205.35,6573.65,,5144.11,6673.17,5446.94,,,5869.79,9530.06,2.281,18264.44,3.433,12118.36,3919.53,1.595,,885.52,5.22,0.885,7501.82
2023-08-28,10185.01,780.46,0.875,0.936,5280.38,6621.93,,5205.28,6748.41,5510.84,,,5932.26,9661.7,2.303,18510.75,3.463,12262.65,3971.34,1.614,,895.49,5.277,0.892,7634.62
2023-08-29,10047.36,798.06,0.9,0.969,5340.92,6830.6,,5257.4,6899.27,5583.5,,,6051.37,9680.16,2.368,18493.83,3.536,12328.81,3988.75,1.629,,932.38,5.37,0.912,7607.04
2023-08-30,9930.07,801.61,0.9,0.979,5352.83,6865.11,,5255.18,6905.06,5582.97,,,6064.75,9609.79,2.367,18340.38,3.548,12300.72,3978.21,1.629,,955.98,5.376,0.916,7547.49
2023-08-31,9896.91,803.84,0.893,0.972,5326.67,6826.05,,5223.55,6862.31,5549.12,,,6028.55,9510.7,2.351,18206.35,3.531,12242.35,3960.45,1.621,,958.99,5.351,0.91,7515.84
2023-09-01,9991.53,826.85,0.892,0.973,5363.05,6829.3,,5260.5,6875.94,5581.04,,,6052.07,9612.21,2.347,18342.59,3.533,12336.61,3994.83,1.624,,951.03,5.368,0.915,7620.75
2023-09-04,10187.15,875.83,0.899,0.986,5448.42,6931.69,,5340.23,6970.38,5663.58,,,6141.85,9761.13,2.368,18705.11,3.572,12544.26,4066.15,1.641,,958.8,5.448,0.925,7765.66
2023-09-05,10068.08,863.01,0.895,0.978,5412.25,6896.89,,5300.5,6921.27,5622.02,,,6102.22,9685.22,2.357,18502.33,3.546,12450.62,4041.43,1.634,,946.8,5.408,0.919,7681.04
2023-09-06,10099.8,863.23,0.888,0.984,5395.96,6927.91,,5289.0,6923.26,5613.39,,,6106.96,9683.22,2.347,18465.67,3.545,12448.14,4037.59,1.638,,950.84,5.384,0.918,7692.92
2023-09-07,10067.87,846.95,0.868,0.967,5313.22,6802.78,,5214.69,6818.43,5532.94,,,6013.4,9632.3,2.295,18405.75,3.479,12303.52,3997.83,1.619,,915.46,5.283,0.902,7639.55
2023-09-08,10038.0,841.79,0.862,0.971,5273.24,6824.03,,5189.05,6825.51,5514.25,,,6006.22,9569.32,2.289,18288.4,3.455,12256.46,3975.45,1.619,,917.17,5.247,0.898,7618.11
2023-09-11,10059.59,851.19,0.867,0.982,5305.09,6913.66,,5227.49,6904.55,5561.07,,,6063.33,9641.88,2.304,18444.26,3.487,12343.14,4001.01,1.627,,923.27,5.281,0.906,7651.69
2023-09-12,10042.56,852.16,0.861,0.986,5297.27,6915.86,,5217.87,6900.0,5552.55,,,6056.3,9629.45,2.289,18409.97,3.496,12313.73,3994.16,1.627,,917.29,5.279,0.905,7630.58
2023-09-13,10045.13,839.97,0.85,0.97,5263.47,6824.76,,5184.63,6833.61,5512.48,,,6001.94,9656.2,2.261,18460.5,3.454,12257.33,3982.66,1.621,,904.58,5.232,0.897,7610.44
2023-09-14,10141.52,841.93,0.844,0.967,5256.04,6786.27,0.984,5180.27,6817.71,5505.71,,,5983.27,9752.91,2.245,18606.39,3.418,12282.63,3992.82,1.624,,896.11,5.188,0.891,7659.98
2023-09-15,10094.65,840.74,0.838,0.967,5219.9,6797.84,0.986,5146.7,6820.78,5479.94,,,5968.57,9736.65,2.239,18605.8,3.41,12212.58,3969.16,1.619,0.982,902.43,5.158,0.885,7605.54
2023-09-18,10107.07,843.23,0.845,0.971,5253.95,6803.33,0.992,5173.01,6838.74,5504.41,,,5993.81,9747.45,2.255,18586.53,3.428,12264.71,3995.86,1.626,0.98,894.82,5.194,0.888,7604.76
2023-09-19,10165.76,839.83,0.838,0.962,5241.01,6744.14,0.979,5163.01,6800.73,5488.56,,,5961.83,9812.67,2.236,18709.54,3.401,12271.56,3996.46,1.626,0.972,888.8,5.165,0.885,7639.4
2023-09-20,10201.36,832.94,0.831,0.953,5218.28,6690.14,0.97,5143.12,6756.62,5463.66,,,5927.57,9825.73,2.218,18770.1,3.382,12227.29,3980.97,1.622,0.96,881.07,5.142,0.881,7633.96
2023-09-21,10140.67,829.08,0.822,0.947,5166.97,6642.17,0.965,5097.01,6709.89,5417.58,,,5881.66,9761.72,2.196,18621.21,3.347,12122.26,3940.2,1.612,0.953,875.34,5.085,0.874,7582.79
2023-09-22,10245.44,842.37,0.845,0.966,5274.51,6771.15,0.985,5189.29,6813.88,5512.0,,,5988.07,9803.5,2.25,18763.67,3.413,12346.82,4027.41,1.632,0.973,898.22,5.186,0.888,7701.85
2023-09-25,10245.54,833.62,0.838,0.964,5235.26,6740.36,0.98,5155.53,6775.44,5477.37,,,5956.19,9783.92,2.237,18723.22,3.396,12258.85,3992.94,1.624,0.975,889.75,5.148,0.883,7634.29
2023-09-26,10202.31,828.87,0.831,0.959,5193.93,6705.58,0.98,5125.42,6752.39,5448.85,,,5927.31,9739.7,2.22,18682.0,3.382,12189.6,3968.09,1.619,0.972,891.36,5.118,0.878,7591.01
2023-09-27,10143.63,827.44,0.839,0.966,5209.4,6748.24,0.983,5136.13,6786.07,5464.34,,,5948.67,9706.14,2.241,18631.65,3.398,12218.46,3978.72,1.626,0.987,895.55,5.144,0.881,7581.91
2023-09-28,10164.4,835.95,0.839,0.977,5187.08,6798.82,0.996,5121.09,6805.71,5456.63,,,5964.9,9707.86,2.237,18620.74,3.4,12174.02,3958.11,1.622,0.994,903.32,5.123,0.882,7569.82
2023-10-09,10102.37,835.21,0.836,0.979,5180.88,6777.62,0.991,5114.44,6766.67,5443.21,,,5949.64,9673.23,2.231,18553.39,3.402,12134.91,3946.24,1.615,0.984,902.72,5.131,0.885,7551.93
2023-10-10,10072.17,820.72,0.831,0.973,5144.02,6759.18,0.989,5076.13,6733.53,5406.12,,,5920.85,9577.14,2.22,18361.19,3.389,12040.08,3919.35,1.603,0.978,897.46,5.087,0.879,7471.49
2023-10-11,10060.94,821.45,0.838,0.973,5167.62,6776.99,0.993,5090.6,6733.39,5417.47,,,5934.5,9547.35,2.239,18317.14,3.396,12063.41,3932.49,1.605,0.992,909.06,5.11,0.883,7458.34
2023-10-12,10199.07,823.04,0.846,0.986,5216.54,6827.69,0.997,5138.99,6783.44,5466.04,,,5982.55,9643.99,2.255,18548.98,3.428,12191.04,3969.64,1.615,0.997,915.71,5.15,0.887,7555.9
2023-10-13,10200.95,815.88,0.834,0.98,5155.76,6802.46,0.989,5084.93,6737.69,5413.91,,,5937.69,9631.84,2.228,18516.55,3.39,12078.14,3929.75,1.609,0.995,907.33,5.087,0.88,7516.67
2023-10-16,10192.85,806.29,0.817,0.971,5096.26,6738.27,0.985,5034.11,6674.64,5360.7,,,5886.18,9652.52,2.184,18610.86,3.342,11986.08,3897.09,1.602,0.977,889.32,5.008,0.866,7491.84
2023-10-17,10224.07,795.13,0.817,0.968,5111.62,6723.83,0.985,5051.88,6692.19,5378.37,,,5894.14,9671.29,2.19,18702.97,3.347,12039.45,3913.62,1.607,0.979,897.63,5.019,0.867,7535.22
2023-10-18,10198.21,777.83,0.807,0.952,5076.83,6608.22,0.967,5011.9,6607.58,5329.17,,,5824.17,9582.14,2.162,18606.48,3.323,11962.56,3895.13,1.597,0.96,884.98,4.981,0.859,7494.76
2023-10-19,9965.76,762.46,0.799,0.942,4960.01,6535.39,0.963,4904.97,6535.45,5229.9,,,5731.31,9422.39,2.139,18254.38,3.266,11699.63,3792.09,1.569,0.959,885.33,4.884,0.845,7329.91
2023-10-20,9946.22,749.57,0.793,0.928,4928.17,6458.91,0.95,4873.11,6487.36,5194.75,,,5683.31,9373.8,2.119,18137.25,3.242,11641.78,3772.03,1.557,0.949,876.89,4.848,0.837,7291.58
2023-10-23,9878.59,728.84,0.778,0.905,4881.15,6306.58,0.931,4822.74,6327.87,5121.68,,,5585.82,9248.27,2.079,17872.9,3.211,11504.93,3741.58,1.54,0.925,854.85,4.797,0.824,7213.4
2023-10-24,9813.2,736.02,0.784,0.925,4890.09,6397.4,0.96,4840.75,6401.78,5151.35,,,5645.81,9318.63,2.099,18015.04,3.22,11549.99,3755.01,1.549,0.938,865.5,4.812,0.826,7227.85
2023-10-25,9837.52,747.18,0.775,0.938,4912.23,6464.04,0.971,4867.63,6430.47,5178.51,,,5693.85,9401.72,2.079,18202.86,3.238,11613.68,3773.41,1.555,0.94,863.5,4.822,0.829,7256.78
2023-10-26,9925.73,751.13,0.78,0.945,4921.16,6500.77,0.978,4881.08,6457.91,5194.85,,,5715.28,9446.85,2.095,18288.44,3.236,11648.16,3785.16,1.562,0.942,864.17,4.844,0.833,7285.22
2023-10-27,9911.2,780.99,0.804,0.956,4996.55,6618.45,0.987,4948.43,6569.51,5271.25,,,5798.19,9484.99,2.155,18340.11,3.308,11760.48,3818.65,1.573,0.974,876.94,4.951,0.85,7292.3
2023-10-30,9746.25,784.87,0.827,0.968,5042.47,6718.99,0.999,4978.14,6634.54,5308.26,,,5854.38,9387.54,2.206,18025.33,3.358,11758.89,3817.45,1.574,0.999,893.5,5.032,0.866,7220.22
2023-10-31,9769.65,777.27,0.821,0.963,5015.97,6677.47,0.995,4962.49,6612.83,5291.39,,,5830.56,9404.89,2.195,18053.45,3.328,11749.81,3813.22,1.567,0.992,889.79,4.992,0.859,7228.7
2023-11-01,9768.08,768.53,0.817,0.965,5014.25,6665.25,1.001,4960.43,6590.97,5285.19,,,5827.79,9393.69,2.186,18056.76,3.301,11771.51,3827.85,1.569,0.984,885.22,4.97,0.857,7203.96
2023-11-02,9826.61,761.15,0.81,0.953,4993.67,6583.4,0.995,4937.04,6530.55,5254.12,,,5782.35,9409.22,2.165,18109.21,3.271,11734.75,3822.67,1.566,0.969,875.06,4.926,0.851,7210.97
2023-11-03,9801.13,773.39,0.824,0.963,5040.24,6681.75,1.005,4978.64,6591.82,5299.7,,,5841.63,9365.18,2.197,18015.67,3.306,11818.15,3853.48,1.574,0.991,890.77,4.983,0.858,7225.37
2023-11-06,9804.59,791.92,0.855,0.986,5113.89,6819.79,1.025,5045.97,6705.11,5376.44,,,5941.5,9350.32,2.269,17989.36,3.389,11913.03,3884.84,1.588,1.024,905.87,5.106,0.88,7275.13
2023-11-07,9796.13,802.78,0.848,0.987,5084.67,6842.37,1.034,5028.12,6712.33,5363.91,,,5944.87,9345.81,2.253,17999.16,3.381,11873.81,3864.59,1.586,1.022,907.14,5.085,0.877,7251.39
2023-11-08,9753.47,824.69,0.848,0.995,5077.29,6867.19,1.039,5016.18,6708.65,5353.74,,,5945.78,9335.42,2.258,18008.45,3.386,11839.68,3853.1,1.585,1.035,915.45,5.076,0.877,7209.95
2023-11-09,9799.05,828.96,0.846,0.986,5072.52,6824.4,1.034,5018.62,6689.55,5351.65,,,5928.04,9396.68,2.253,18058.5,3.374,11848.91,3852.36,1.583,1.031,909.52,5.072,0.873,7220.54
2023-11-10,9725.63,823.65,0.839,0.985,5032.69,6810.83,1.032,4982.03,6666.88,5318.11,,,5898.81,9362.65,2.24,17932.34,3.359,11753.89,3817.23,1.578,1.037,905.4,5.036,0.87,7168.36
2023-11-13,9680.5,831.38,0.839,0.994,5020.21,6873.78,1.044,4972.2,6705.74,5318.53,,,5921.25,9379.39,2.243,18017.11,3.364,11743.95,3807.07,1.579,1.04,912.33,5.019,0.871,7160.51
2023-11-14,9707.0,837.62,0.836,1.004,5013.57,6915.56,1.049,4975.87,6735.63,5327.68,,,5941.98,9366.5,2.237,18017.46,3.365,11758.27,3805.18,1.588,1.049,920.25,5.019,0.872,7181.16
2023-11-15,9750.18,859.76,0.84,1.009,5055.01,6943.85,1.056,5010.86,6776.38,5363.76,,,5978.2,9412.12,2.249,18151.72,3.395,11835.33,3837.96,1.595,1.045,918.05,5.055,0.878,7225.56
2023-11-16,9738.37,837.49,0.825,1.002,5000.75,6874.36,1.051,4962.55,6710.28,5311.88,,,5924.73,9400.39,2.205,18153.41,3.355,11734.79,3801.9,1.585,1.028,902.72,4.989,0.867,7187.87
2023-11-17,9681.91,843.36,0.828,1.013,4988.55,6934.89,1.062,4956.59,6736.67,5312.73,,,5943.77,9376.1,2.216,18110.14,3.351,11712.14,3792.23,1.586,1.031,907.06,4.987,0.87,7161.23
2023-11-20,9736.27,869.39,0.828,1.023,4998.5,6995.36,1.075,4968.05,6770.66,5328.88,,,5976.16,9399.75,2.225,18144.61,3.363,11739.37,3802.6,1.593,1.038,908.41,4.998,0.874,7170.24
2023-11-21,9755.9,908.62,0.825,1.015,5009.23,6949.32,1.062,4974.64,6748.31,5329.37,,,5963.14,9434.58,2.212,18218.82,3.354,11772.27,3820.75,1.595,1.028,900.54,4.996,0.873,7192.65
2023-11-22,9723.21,985.22,0.809,1.002,4953.84,6860.77,1.056,4924.31,6666.91,5272.7,,,5898.5,9405.93,2.176,18190.21,3.306,11673.19,3790.17,1.583,1.01,886.15,4.93,0.861,7150.5
2023-11-23,9721.38,957.86,0.813,1.014,4978.77,6933.04,1.069,4948.07,6726.84,5303.96,,,5941.45,9479.59,2.189,18259.71,3.325,11718.26,3803.23,1.591,1.025,893.29,4.958,0.867,7183.79
2023-11-24,9723.08,1020.15,0.803,1.004,4941.52,6841.24,1.055,4915.41,6663.95,5265.07,,,5886.81,9485.47,2.163,18254.69,3.295,11646.37,3780.87,1.579,1.009,880.06,4.924,0.86,7163.98
2023-11-27,9652.45,1136.52,0.798,1.004,4897.86,6837.27,1.058,4879.23,6659.42,5235.66,,,5865.49,9460.41,2.151,18168.21,3.27,11560.09,3748.76,1.576,1.017,883.52,4.886,0.854,7108.48
2023-11-28,9613.25,1088.47,0.803,1.008,4910.42,6873.04,1.071,4888.38,6689.31,5249.13,,,5888.59,9459.7,2.165,18154.42,3.28,11561.32,3749.54,1.576,1.026,887.47,4.905,0.857,7092.46
2023-11-29,9499.93,1008.76,0.793,1.001,4868.52,6839.55,1.064,4846.67,6643.66,5206.73,,,5846.98,9393.37,2.139,17987.14,3.25,11482.34,3728.84,1.569,1.025,878.39,4.858,0.852,7014.96
2023-11-30,9544.67,991.36,0.796,0.994,4875.97,6803.03,1.057,4857.64,6633.98,5213.33,,,5840.65,9424.39,2.147,18057.09,3.243,11524.89,3741.3,1.573,1.023,882.11,4.852,0.851,7039.93
2023-12-01,9527.01,951.59,0.799,1.0,4850.91,6858.42,1.067,4839.13,6660.09,5204.25,,,5852.31,9452.64,2.155,18145.63,3.238,11489.14,3719.17,1.573,1.025,883.99,4.823,0.849,7044.05
2023-12-04,9495.55,953.55,0.788,0.999,4814.17,6840.9,1.069,4807.53,6650.75,5177.43,,,5832.81,9453.61,2.129,18181.51,3.218,11421.23,3690.51,1.567,1.012,878.27,4.776,0.844,7010.6
2023-12-05,9357.25,1022.95,0.773,0.984,4717.47,6704.64,1.05,4715.99,6532.72,5080.65,,,5723.31,9331.63,2.088,17889.74,3.152,11209.11,3615.72,1.545,0.995,861.85,4.683,0.827,6894.54
2023-12-06,9319.27,1011.13,0.776,0.987,4731.48,6739.55,1.059,4723.41,6558.36,5091.87,,,5741.84,9327.63,2.101,17865.41,3.185,11194.54,3611.74,1.544,0.998,864.89,4.727,0.832,6872.71
2023-12-07,9341.09,1034.79,0.774,0.989,4715.53,6736.24,1.06,4711.86,6557.67,5082.64,,,5731.89,9341.74,2.095,17897.95,3.177,11157.24,3597.13,1.54,0.993,863.55,4.709,0.831,6873.64
2023-12-08,9321.7,1029.92,0.784,0.98,4731.94,6716.45,1.041,4723.65,6577.85,5096.15,,,5726.7,9339.98,2.111,17837.49,3.175,11188.4,3608.84,1.542,0.996,884.71,4.711,0.833,6875.84
2023-12-11,9368.43,995.47,0.796,0.991,4763.84,6797.01,1.056,4751.44,6657.85,5134.86,,,5777.74,9482.88,2.14,18076.31,3.215,11251.83,3626.28,1.55,1.012,895.18,4.755,0.84,6909.25
2023-12-12,9472.15,1007.64,0.79,0.995,4772.27,6801.39,1.064,4761.65,6659.43,5143.21,,,5790.93,9555.07,2.126,18185.31,3.215,11292.58,3645.99,1.555,1.006,886.47,4.744,0.84,6965.31
2023-12-13,9358.48,1043.86,0.775,0.988,4688.87,6734.89,1.062,4682.17,6589.25,5066.03,,,5721.22,9476.14,2.087,18038.89,3.172,11104.72,3576.21,1.542,0.993,877.59,4.653,0.83,6870.67
2023-12-14,9321.92,1052.08,0.77,0.979,4666.95,6703.91,1.057,4657.65,6567.49,5042.2,,,5696.15,9467.5,2.076,18014.19,3.151,11054.86,3558.68,1.537,0.996,872.14,4.634,0.824,6846.67
2023-12-15,9284.47,1040.69,0.767,0.974,4655.7,6658.86,1.058,4643.19,6520.18,5020.85,,,5670.32,9411.61,2.064,17900.81,3.145,11011.02,3551.33,1.532,0.983,863.59,4.63,0.819,6825.28
2023-12-18,9308.68,1075.96,0.753,0.96,4636.46,6553.02,1.04,4626.25,6442.99,4991.23,,,5619.12,9390.58,2.031,17887.23,3.115,11002.46,3560.72,1.526,0.96,856.63,4.586,0.809,6831.44
2023-12-19,9301.57,1062.55,0.758,0.959,4650.24,6560.34,1.041,4632.75,6436.54,4994.96,,,5624.53,9374.21,2.04,17876.87,3.118,11022.54,3570.18,1.525,0.963,861.91,4.594,0.812,6830.21
2023-12-20,9274.78,1089.3,0.748,0.947,4609.69,6445.96,1.03,4586.12,6352.09,4940.52,,,5556.67,9332.25,2.011,17843.15,3.082,10931.7,3547.85,1.514,0.947,851.57,4.529,0.807,6773.15
2023-12-21,9317.28,1014.08,0.763,0.952,4665.08,6488.03,1.041,4632.53,6387.35,4984.37,,,5601.12,9322.96,2.047,17796.71,3.105,11030.41,3585.58,1.521,0.948,863.9,4.592,0.809,6812.59
2023-12-22,9323.57,1024.24,0.758,0.939,4677.65,6415.33,1.02,4641.37,6354.96,4984.45,,,5569.79,9301.53,2.039,17802.69,3.086,11068.81,3600.05,1.52,0.94,859.32,4.58,0.805,6850.08
2023-12-25,9332.44,1065.63,0.76,0.938,4686.29,6417.36,1.014,4655.82,6359.37,4996.71,,,5575.27,9316.1,2.043,17810.13,3.098,11088.95,3604.41,1.523,0.938,853.11,4.609,0.807,6853.74
2023-12-26,9309.97,1080.39,0.75,0.924,4658.02,6323.23,1.002,4624.3,6291.07,4957.53,,,5518.29,9261.17,2.017,17792.02,3.07,11032.84,3587.37,1.516,0.923,840.91,4.569,0.8,6828.82
2023-12-27,9345.55,1061.42,0.75,0.933,4676.5,6373.1,1.01,4640.39,6323.66,4977.05,,,5547.01,9314.36,2.02,17918.39,3.081,11070.09,3594.24,1.521,0.932,845.8,4.578,0.801,6870.55
2023-12-28,9421.37,1089.91,0.784,0.949,4794.77,6495.46,1.028,4749.13,6440.03,5086.94,,,5659.57,9302.43,2.1,17849.55,3.152,11294.44,3675.37,1.538,0.955,866.52,4.73,0.823,6958.49
